Player Deaths,Enemies Defeated,Total Combat Time,Potions Used,Waypoints Discovered,Zones Discovered,Quests Completed,NPC Interactions,Achievements Unlocked,Current Difficulty Multiplier,Current Dynamic Player Type
7,155,3936,5,5,6,5,16,6,10.0,Killer
6,83,356,39,15,8,2,2,2,5.3500000000000005,Killer
11,186,175,14,0,5,15,22,3,10.0,Killer
11,10,2070,18,11,9,16,41,7,1.0,Socializer
11,91,3587,39,13,8,18,49,7,1.1499999999999995,Socializer
0,58,2308,36,9,8,3,27,9,9.0,Socializer
7,24,4775,16,11,7,5,34,1,1.0,Socializer
2,159,4291,43,5,7,13,41,7,10.0,Socializer
12,125,4882,22,12,2,19,7,3,4.4,Killer
8,97,3485,18,9,8,18,23,4,5.799999999999999,Socializer
14,124,2747,46,15,2,9,43,0,1.1,Socializer
9,5,4413,32,7,9,7,40,6,1.0,Socializer
13,59,2935,25,13,9,3,44,2,1.0,Socializer
10,147,1833,49,18,3,13,11,5,7.249999999999999,Killer
2,109,1185,34,15,4,8,6,4,10.0,Killer
7,190,3391,36,5,4,8,36,0,10.0,Killer
4,20,4117,28,16,3,9,46,4,1.5999999999999999,Socializer
5,96,2922,22,4,8,4,43,3,8.5,Socializer
2,48,576,18,16,0,13,31,5,6.8999999999999995,Socializer
1,43,3756,0,15,3,13,3,3,8.3,Killer
5,29,2918,36,2,1,15,34,3,1.0999999999999999,Socializer
14,79,4144,30,11,5,13,18,7,1.0,Killer
2,196,1332,19,6,9,8,18,3,10.0,Killer
5,44,1607,36,2,0,17,38,0,2.6000000000000005,Socializer
7,169,124,20,12,5,4,1,4,10.0,Killer
6,102,1476,36,14,7,16,33,6,7.3999999999999995,Socializer
7,69,4434,20,17,6,4,24,9,3.9000000000000004,Socializer
10,142,4090,27,15,2,14,43,6,7.85,Socializer
11,34,4768,15,18,7,4,34,4,1.0,Socializer
2,144,3373,9,1,9,2,32,3,10.0,Killer
7,172,3895,47,3,4,14,7,4,10.0,Killer
9,147,2996,21,1,5,15,29,1,9.649999999999999,Socializer
7,53,2363,7,7,0,18,5,4,2.9499999999999997,Killer
12,114,2499,37,5,8,12,7,0,2.5500000000000003,Killer
6,124,2710,49,7,9,1,14,6,8.95,Killer
3,35,615,38,8,5,17,43,6,3.5999999999999996,Socializer
1,28,4557,40,1,2,7,1,5,4.8,Killer
12,163,3036,22,10,7,1,9,2,8.200000000000001,Killer
12,55,482,21,16,4,14,17,4,1.0,Socializer
0,78,3036,16,1,7,11,8,1,10.0,Killer
7,183,1216,14,10,3,1,19,4,10.0,Killer
2,141,1093,37,10,4,16,19,9,10.0,Killer
14,131,4526,10,15,0,12,30,2,3.5999999999999996,Socializer
9,80,674,49,3,2,14,13,9,1.5499999999999998,Socializer
14,51,2968,33,19,0,13,3,6,1.0,Killer
12,161,2949,24,9,8,6,6,8,7.900000000000001,Killer
8,117,511,16,12,7,4,22,6,7.8999999999999995,Socializer
9,177,4394,31,2,8,10,23,4,10.0,Killer
11,182,1413,40,19,8,11,38,4,10.0,Socializer
8,113,4590,15,4,7,6,45,9,7.550000000000001,Socializer
10,183,1912,10,18,1,7,22,3,10.0,Killer
7,192,233,13,16,9,13,11,8,10.0,Killer
0,126,1435,42,13,2,0,13,9,10.0,Killer
5,181,1243,23,7,1,1,27,4,10.0,Killer
1,25,1493,0,4,7,15,32,0,6.5,Socializer
10,168,2066,19,3,0,3,4,2,10.0,Killer
14,74,339,5,8,1,7,4,0,1.0,Killer
9,162,2442,0,6,9,2,35,5,10.0,Socializer
9,16,1507,28,1,6,16,31,2,1.0,Socializer
7,52,3627,32,2,7,9,3,6,1.6,Killer
1,192,1187,36,18,9,6,6,7,10.0,Killer
10,141,2315,1,3,2,11,38,0,9.049999999999999,Socializer
11,19,1435,38,16,4,5,0,1,1.0,Explorer
0,142,3379,34,6,5,13,45,2,10.0,Socializer
9,115,2286,46,19,8,11,36,2,5.199999999999999,Socializer
9,43,1469,37,11,7,4,14,2,1.0,Socializer
10,3,52,5,3,2,13,28,3,1.0,Socializer
12,21,1622,47,11,0,13,8,6,1.0,Achiever
12,126,3706,34,0,9,7,36,5,3.8999999999999995,Socializer
12,136,4783,27,5,3,3,8,9,5.25,Killer
11,147,1026,49,6,8,15,13,6,6.249999999999999,Killer
10,110,787,30,11,3,18,22,3,4.5,Socializer
6,26,4478,18,3,8,4,17,0,1.0,Socializer
14,100,4574,5,1,2,7,31,4,1.0,Socializer
12,10,91,9,16,4,17,18,5,1.0,Socializer
9,36,4167,33,9,0,13,26,1,1.0,Socializer
12,132,864,18,6,9,14,1,7,5.299999999999999,Killer
4,143,3689,4,2,9,4,36,5,10.0,Socializer
4,58,300,19,2,6,8,19,5,5.85,Socializer
9,91,2928,17,14,2,16,14,5,4.25,Killer
14,83,2714,4,15,3,19,29,5,1.0,Socializer
11,99,322,45,16,0,0,28,4,1.6500000000000004,Socializer
1,129,1109,33,13,6,11,17,7,10.0,Killer
2,68,339,30,12,8,3,24,7,8.3,Socializer
9,131,317,32,10,8,19,17,7,7.5,Socializer
11,165,2981,45,14,4,18,42,9,8.25,Socializer
8,23,2083,25,10,9,15,2,1,1.0,Achiever
3,163,591,25,6,8,2,35,8,10.0,Socializer
14,51,752,17,4,2,11,32,6,1.0,Socializer
1,39,291,26,19,2,15,40,8,6.6000000000000005,Socializer
5,140,2247,46,9,1,19,11,9,10.0,Killer
10,123,1974,5,7,7,4,31,6,7.050000000000001,Socializer
0,18,4705,5,12,5,0,8,3,6.55,Killer
0,152,474,34,3,1,14,12,8,10.0,Killer
7,37,2152,46,6,0,6,35,3,1.0,Socializer
9,190,4974,36,10,5,1,14,9,10.0,Killer
10,64,4119,40,7,3,18,34,3,1.0,Socializer
2,93,3397,13,15,0,11,29,0,10.0,Socializer
10,161,3015,21,13,8,17,36,0,10.0,Socializer
5,150,4641,16,0,5,12,6,9,10.0,Killer
9,52,1630,43,14,1,13,22,6,1.0,Socializer
3,132,3549,48,9,6,12,9,4,10.0,Killer
13,86,1123,39,11,3,11,27,2,1.0,Socializer
0,82,103,3,5,8,7,15,7,10.0,Socializer
10,140,1818,31,4,0,13,9,9,7.45,Killer
7,111,4916,40,2,3,6,6,4,7.1,Killer
11,71,4695,40,5,8,7,9,7,1.0,Killer
0,71,4673,9,3,3,11,16,7,10.0,Killer
8,60,3011,4,13,4,9,12,6,2.8,Killer
14,178,3857,22,19,0,16,36,2,7.700000000000001,Socializer
9,9,1994,23,11,3,14,18,0,1.0,Socializer
7,189,1347,14,16,9,4,29,0,10.0,Killer
0,96,861,3,11,2,12,26,4,10.0,Socializer
5,36,432,31,15,2,18,45,3,2.05,Socializer
11,144,3999,9,7,1,5,25,6,7.95,Killer
6,95,4331,26,9,9,16,47,0,7.2,Socializer
2,135,1132,40,4,2,7,9,4,10.0,Killer
4,108,897,15,1,4,18,10,4,10.0,Killer
10,1,707,49,18,5,2,35,1,1.0,Socializer
3,148,1292,41,17,6,4,4,2,10.0,Killer
6,16,2114,6,5,3,6,8,1,1.0,Socializer
11,43,4007,19,3,7,13,22,8,1.0,Socializer
0,139,1529,4,8,1,1,46,7,10.0,Socializer
8,151,2168,33,8,2,0,6,6,10.0,Killer
6,45,1732,7,4,8,8,5,3,3.15,Killer
0,191,4586,17,5,3,11,28,5,10.0,Killer
13,49,4710,24,1,1,2,15,4,1.0,Killer
10,73,4283,31,5,2,10,42,4,1.0,Socializer
10,155,4042,47,7,7,18,1,4,8.15,Killer
14,182,172,4,13,9,4,26,4,9.0,Killer
1,108,3867,33,4,5,17,10,4,10.0,Killer
1,175,4407,11,7,5,7,44,3,10.0,Socializer
3,189,2523,7,3,9,18,29,6,10.0,Killer
1,175,3737,48,17,5,7,16,4,10.0,Killer
13,37,1002,13,12,9,11,33,5,1.0,Socializer
3,124,1394,29,0,7,2,2,0,10.0,Killer
7,148,3273,34,4,9,0,23,9,10.0,Killer
4,117,1344,19,19,9,13,7,3,10.0,Killer
6,64,1837,17,9,0,2,48,7,4.550000000000001,Socializer
10,160,2386,36,11,1,15,14,3,9.2,Killer
1,131,1291,44,5,5,9,8,0,10.0,Killer
5,21,1235,10,6,4,17,9,8,1.6,Achiever
8,196,1791,45,12,5,7,42,3,10.0,Socializer
13,156,4317,47,18,9,11,39,1,5.25,Socializer
8,44,997,47,4,9,13,38,2,1.0,Socializer
10,14,1283,12,5,3,3,6,5,1.0,Socializer
14,57,4214,20,1,6,19,41,5,1.0,Socializer
5,4,1776,40,16,2,13,15,0,1.0,Socializer
1,18,1395,16,0,6,13,34,1,5.0,Socializer
7,115,4572,41,14,5,11,45,6,7.449999999999999,Socializer
8,65,109,34,13,8,6,18,4,1.7999999999999998,Socializer
4,84,2622,47,2,2,12,19,6,7.050000000000001,Socializer
7,117,4026,18,17,4,11,1,1,8.799999999999999,Killer
5,53,99,13,19,9,5,34,2,4.6499999999999995,Socializer
11,86,2517,20,6,6,12,23,4,1.5999999999999996,Socializer
8,27,3005,46,14,9,11,5,6,1.0,Killer
5,190,701,20,3,1,3,42,1,10.0,Socializer
5,60,1296,10,1,4,5,34,6,5.5,Socializer
0,173,4856,12,7,5,12,23,4,10.0,Killer
10,163,948,41,17,7,13,6,5,9.25,Killer
5,102,4358,33,2,1,3,40,3,8.549999999999999,Socializer
0,71,1942,49,17,7,8,8,7,9.649999999999999,Killer
2,158,1169,5,3,5,19,4,4,10.0,Killer
4,66,150,48,18,8,1,15,0,5.199999999999999,Socializer
6,9,4805,3,2,3,15,46,1,1.0,Socializer
3,54,3327,36,9,6,14,2,5,5.6000000000000005,Killer
3,87,4359,21,10,4,1,2,4,9.649999999999999,Killer
1,159,1133,48,13,2,3,8,5,10.0,Killer
9,191,790,7,15,5,19,18,5,10.0,Killer
6,69,1586,40,13,8,8,42,2,3.9000000000000004,Socializer
6,31,977,40,13,3,6,34,7,1.0,Socializer
11,122,2698,34,1,8,17,15,3,4.499999999999999,Killer
7,102,3518,25,8,1,17,44,3,6.949999999999999,Socializer
2,127,136,16,3,1,14,47,9,10.0,Socializer
9,149,659,39,13,9,19,12,4,8.95,Killer
7,174,1448,15,11,3,2,13,0,10.0,Killer
11,129,1864,15,16,8,5,2,0,6.15,Killer
10,63,4277,26,10,0,4,20,1,1.0,Killer
12,54,1458,8,4,9,6,14,6,1.0,Socializer
10,22,2831,5,6,9,18,14,9,1.0,Socializer
0,122,3037,17,2,9,8,30,9,10.0,Socializer
9,165,617,23,0,8,19,3,7,10.0,Killer
3,152,4185,34,18,1,9,11,1,10.0,Killer
13,153,3310,42,7,0,17,27,0,5.200000000000001,Killer
5,144,745,48,2,6,4,47,3,10.0,Socializer
14,5,3518,10,7,1,17,37,7,1.0,Socializer
3,7,4102,1,2,1,11,20,0,2.6500000000000004,Socializer
2,173,4927,2,14,3,16,22,5,10.0,Killer
2,0,3763,41,18,1,12,46,9,1.0,Socializer
5,108,595,0,19,8,7,8,6,10.0,Killer
0,31,4759,1,10,4,15,28,9,8.049999999999999,Socializer
10,25,3320,20,5,6,4,0,7,1.0,Killer
5,181,2387,16,8,3,7,27,0,10.0,Killer
6,194,4486,17,4,9,15,45,8,10.0,Socializer
11,134,448,35,19,6,0,21,0,5.65,Killer
14,84,3011,11,13,0,4,1,1,1.0,Killer
7,97,1200,20,11,9,17,4,3,6.699999999999999,Killer
8,182,1347,13,6,6,12,26,6,10.0,Killer
9,93,2462,26,17,1,16,20,3,4.000000000000001,Socializer
11,7,3813,47,15,9,9,44,7,1.0,Socializer
13,28,3168,1,10,9,15,17,7,1.0,Socializer
0,139,2985,21,14,8,3,14,6,10.0,Killer
14,51,3360,1,0,1,9,31,7,1.0,Socializer
1,81,506,13,16,1,14,23,3,10.0,Socializer
2,73,3099,0,10,0,4,39,9,10.0,Socializer
1,16,3974,44,15,7,7,34,6,3.3999999999999995,Socializer
0,179,27,3,13,1,10,39,3,10.0,Socializer
4,179,813,43,4,3,11,32,8,10.0,Socializer
1,189,2839,33,2,2,2,39,7,10.0,Socializer
7,72,1083,16,17,8,0,26,7,4.4,Socializer
10,31,4824,38,7,4,5,33,8,1.0,Socializer
3,66,2212,38,7,2,3,20,5,6.699999999999999,Socializer
3,98,1556,2,10,5,11,47,9,10.0,Socializer
14,19,1038,26,5,9,3,34,7,1.0,Socializer
9,6,3120,11,4,1,9,29,9,1.0,Socializer
5,191,1978,43,15,7,17,28,7,10.0,Killer
10,146,550,39,13,9,5,43,8,7.6499999999999995,Socializer
10,162,3716,46,18,8,19,9,4,8.899999999999999,Killer
5,6,4628,26,12,4,2,23,0,1.0,Socializer
5,5,3739,31,0,8,0,4,1,1.0,Killer
0,33,449,21,13,2,15,8,4,7.250000000000001,Socializer
11,72,2347,48,18,2,10,26,5,1.0,Socializer
12,192,1385,42,0,1,12,4,8,10.0,Killer
1,195,2686,14,12,5,19,11,7,10.0,Killer
5,108,984,35,2,4,18,24,4,9.05,Socializer
14,26,4330,23,16,4,10,42,7,1.0,Socializer
14,3,1069,3,9,7,7,25,5,1.0,Socializer
5,134,3048,39,9,4,5,16,9,10.0,Killer
14,186,1176,38,0,3,14,17,0,7.700000000000001,Killer
6,50,3841,36,18,9,0,1,3,2.2,Killer
9,78,1993,38,13,5,6,17,0,1.8999999999999997,Socializer
11,134,4501,37,12,8,11,39,4,5.550000000000001,Socializer
8,158,103,0,2,6,11,22,2,10.0,Killer
1,36,3769,44,12,1,0,11,8,5.3999999999999995,Killer
11,73,1368,31,15,1,0,5,8,1.0,Killer
9,103,454,40,10,1,6,29,1,4.300000000000001,Socializer
1,28,4405,11,0,2,16,26,9,6.25,Socializer
11,27,2035,47,13,1,14,30,6,1.0,Socializer
1,146,3815,22,10,0,12,27,6,10.0,Killer
0,151,825,6,14,1,0,8,2,10.0,Killer
0,68,1109,46,4,4,19,18,5,9.5,Socializer
14,172,3562,41,6,6,10,7,2,6.149999999999999,Killer
8,193,577,36,4,0,7,36,9,10.0,Socializer
8,144,817,42,11,0,15,29,1,9.3,Socializer
1,76,1320,14,12,3,7,3,0,10.0,Killer
14,191,2871,20,10,5,17,13,9,9.100000000000001,Killer
7,154,2947,3,0,3,19,7,1,10.0,Killer
12,165,228,1,17,7,1,45,9,9.45,Socializer
9,31,4240,18,5,9,14,30,3,1.0,Socializer
8,11,4305,20,16,8,8,18,1,1.0,Socializer
12,129,3807,30,12,8,0,46,0,4.4,Socializer
12,96,1795,48,14,5,2,47,8,1.0,Socializer
13,172,4510,19,18,0,19,9,8,8.25,Killer
10,117,3480,46,5,8,9,31,9,4.399999999999999,Socializer
5,58,2217,12,9,3,16,46,0,5.199999999999999,Socializer
2,185,4569,12,1,9,9,21,7,10.0,Killer
0,190,1552,33,5,9,10,42,3,10.0,Socializer
11,82,3268,16,5,1,15,47,2,1.3999999999999992,Socializer
4,199,3685,26,14,1,0,27,5,10.0,Killer
12,26,2373,35,3,4,18,5,6,1.0,Achiever
10,78,145,12,0,2,19,43,3,2.1999999999999997,Socializer
7,58,1793,18,16,8,6,25,6,2.9,Socializer
4,129,4388,22,9,0,0,29,1,10.0,Killer
10,9,3312,31,4,1,12,12,0,1.0,Socializer
14,10,4649,33,16,8,0,5,4,1.0,Killer
11,54,452,16,18,6,2,47,8,1.0,Socializer
9,6,3057,47,15,6,3,26,2,1.0,Socializer
5,28,4134,8,4,3,1,45,4,2.4,Socializer
8,166,4001,31,0,3,16,26,6,10.0,Killer
1,65,2079,42,17,7,7,18,9,8.4,Socializer
1,149,4522,15,17,0,7,37,3,10.0,Socializer
13,183,486,1,10,9,11,48,8,10.0,Socializer
6,59,4882,34,7,9,14,5,5,3.2,Killer
13,139,371,31,3,0,8,48,8,4.3500000000000005,Socializer
6,126,176,2,9,8,0,9,4,10.0,Killer
10,82,3542,17,7,0,19,45,0,2.349999999999999,Socializer
6,94,743,37,11,5,1,41,2,6.550000000000001,Socializer
7,123,2774,14,10,6,1,8,3,9.600000000000001,Killer
12,1,3564,41,1,4,15,13,3,1.0,Socializer
13,110,2881,17,16,6,15,5,0,2.15,Killer
12,59,4974,9,15,3,19,33,7,1.0,Socializer
7,70,2666,20,1,9,18,31,8,4.0,Socializer
9,159,3279,2,9,3,9,13,2,10.0,Killer
3,88,4868,43,1,4,9,23,9,8.65,Killer
2,65,1456,46,11,5,9,44,3,7.199999999999999,Socializer
4,194,226,2,8,0,10,4,0,10.0,Killer
6,123,2926,23,9,3,8,10,5,10.0,Killer
7,129,400,48,4,1,11,14,6,8.5,Killer
7,133,4374,26,14,0,16,24,1,10.0,Killer
6,80,595,39,16,7,1,42,3,5.05,Socializer
0,199,214,18,6,9,7,13,3,10.0,Killer
3,64,4556,39,7,7,10,13,7,6.45,Killer
10,189,2824,5,14,8,17,5,2,10.0,Killer
1,134,3286,7,0,8,11,20,9,10.0,Killer
13,83,160,13,0,1,10,44,3,1.0,Socializer
13,49,3496,32,16,1,15,42,9,1.0,Socializer
12,78,2926,11,8,5,2,46,5,1.0,Socializer
14,137,863,20,5,6,7,10,6,3.6999999999999993,Killer
8,34,2591,38,12,0,9,35,2,1.0,Socializer
7,164,519,20,15,1,19,3,6,10.0,Killer
9,96,298,48,15,2,9,15,3,3.1999999999999993,Socializer
5,66,1211,43,0,3,9,10,5,4.449999999999999,Killer
5,67,1644,10,1,2,0,12,8,6.2,Killer
4,172,462,40,12,2,12,24,1,10.0,Killer
4,45,180,29,7,4,4,28,8,4.05,Socializer
12,189,1937,8,9,8,15,48,2,10.0,Socializer
6,118,1876,31,17,9,2,8,8,9.25,Killer
2,127,1784,44,18,5,2,19,8,10.0,Killer
7,66,3853,16,14,2,14,20,1,3.8,Socializer
11,142,3019,36,2,4,2,36,2,6.3999999999999995,Socializer
11,48,481,41,11,6,6,5,1,1.0,Killer
5,139,4784,8,19,8,8,19,1,10.0,Killer
13,103,3828,49,3,6,17,7,8,1.0,Killer
13,124,16,24,16,0,9,3,7,3.2,Killer
4,83,4532,28,0,0,13,9,8,7.9,Killer
0,4,4482,10,10,0,10,3,4,4.9,Killer
1,199,2490,36,5,6,10,31,0,10.0,Killer
0,199,285,38,17,4,11,49,6,10.0,Socializer
14,67,1369,26,6,3,17,4,6,1.0,Achiever
2,159,1387,40,17,8,19,27,5,10.0,Socializer
11,40,2826,17,10,0,7,27,4,1.0,Socializer
1,174,2799,35,10,2,6,14,3,10.0,Killer
13,155,1089,11,19,6,4,38,2,6.95,Socializer
11,63,3399,29,4,2,3,49,7,1.0,Socializer
12,31,3704,13,7,5,1,47,4,1.0,Socializer
12,137,3954,8,3,7,19,31,6,6.299999999999999,Socializer
12,46,3459,18,6,3,15,8,2,1.0,Killer
10,185,1785,10,1,5,7,12,4,10.0,Killer
8,29,4299,47,13,5,15,12,0,1.0,Socializer
8,38,1057,33,17,2,17,34,7,1.0,Socializer
13,117,4327,34,3,2,5,44,9,1.9999999999999991,Socializer
1,168,297,10,10,6,2,16,5,10.0,Killer
13,62,1027,31,18,2,6,30,2,1.0,Socializer
5,100,4567,19,6,4,8,35,6,9.05,Socializer
13,146,3145,33,2,8,16,25,6,4.949999999999999,Killer
6,141,2889,2,16,0,5,5,4,10.0,Killer
1,87,334,33,12,0,0,43,3,10.0,Socializer
10,174,2711,8,18,2,10,44,7,10.0,Socializer
13,21,1654,25,4,7,7,22,6,1.0,Socializer
2,196,2043,25,13,9,15,2,1,10.0,Killer
3,194,1198,9,13,1,11,17,0,10.0,Killer
14,137,3923,8,3,4,4,17,0,4.299999999999999,Killer
4,141,2741,4,3,7,0,43,8,10.0,Socializer
1,9,1069,49,2,2,0,29,9,2.45,Socializer
7,64,4450,46,14,3,7,45,9,2.1,Socializer
11,153,3324,22,4,4,12,30,2,8.200000000000001,Killer
14,63,1508,4,5,9,6,6,7,1.0,Killer
4,156,576,41,12,7,10,45,7,10.0,Socializer
5,7,129,1,10,8,5,26,5,1.0,Socializer
3,117,1896,41,6,1,10,48,5,10.0,Socializer
3,50,3217,15,4,6,15,9,4,6.25,Killer
9,1,2616,2,17,2,18,6,8,1.0,Achiever
7,54,2470,12,1,4,13,32,5,2.8000000000000003,Socializer
5,1,2851,5,9,0,9,46,2,1.0,Socializer
0,81,3663,28,7,4,13,17,7,10.0,Killer
7,65,3276,48,15,2,3,43,1,2.0999999999999996,Socializer
12,148,2806,47,3,3,15,18,5,5.450000000000001,Killer
11,162,4394,9,18,1,13,49,0,9.75,Socializer
3,84,1476,31,3,3,12,17,5,8.85,Socializer
10,67,4338,18,19,4,4,29,2,1.0,Socializer
14,6,3948,13,2,9,19,23,6,1.0,Socializer
1,134,3499,17,13,7,14,5,4,10.0,Killer
2,139,2033,4,0,1,5,36,1,10.0,Socializer
2,116,2962,21,10,5,11,27,3,10.0,Socializer
13,147,4159,40,18,8,1,47,3,4.699999999999999,Socializer
14,8,1096,36,12,2,1,12,9,1.0,Socializer
10,60,3022,13,5,0,17,15,8,1.0,Socializer
8,52,350,19,6,8,5,16,6,1.25,Socializer
2,23,2926,46,5,7,13,21,9,2.9999999999999996,Socializer
11,160,4107,15,15,7,1,1,0,9.25,Killer
4,21,2958,4,18,3,9,24,5,2.9,Socializer
10,131,2654,17,12,1,5,26,9,7.25,Killer
7,95,2052,6,7,1,13,41,1,7.2,Socializer
6,116,2547,27,1,1,13,13,7,9.25,Killer
9,124,4465,44,14,1,13,10,9,6.2,Killer
11,73,2564,11,6,4,4,9,1,1.0,Killer
5,149,3059,20,9,9,16,10,8,10.0,Killer
13,164,4260,15,12,3,7,24,0,7.649999999999999,Killer
14,78,3003,44,18,5,15,39,2,1.0,Socializer
12,158,511,39,2,7,19,18,2,6.8500000000000005,Killer
13,114,4569,31,17,7,6,4,6,1.8500000000000003,Killer
6,74,3553,6,13,9,4,22,9,6.1000000000000005,Socializer
6,197,2434,28,13,1,13,31,2,10.0,Killer
0,59,1139,24,18,5,8,3,8,9.7,Killer
1,83,985,44,11,8,6,24,9,10.0,Socializer
1,112,1783,39,5,6,2,17,7,10.0,Killer
4,148,4206,43,0,8,13,35,1,10.0,Socializer
9,68,2625,41,2,5,18,16,3,1.0,Socializer
4,177,39,2,12,2,2,44,4,10.0,Socializer
8,171,4541,29,10,3,3,32,7,10.0,Killer
8,149,789,5,15,3,19,28,1,10.0,Socializer
10,144,3158,7,4,4,17,16,5,9.05,Killer
11,87,2793,33,10,3,8,37,9,1.0499999999999992,Socializer
5,54,1067,13,3,4,4,3,7,4.75,Killer
2,56,3740,17,1,7,18,26,7,7.75,Socializer
0,10,4300,25,16,7,14,47,9,4.75,Socializer
2,95,3515,29,13,3,16,44,4,10.0,Socializer
8,0,486,25,4,8,13,15,0,1.0,Socializer
0,120,764,37,3,7,12,1,8,10.0,Killer
4,146,1581,3,13,6,7,10,0,10.0,Killer
4,124,4829,20,6,7,5,5,2,10.0,Killer
13,159,2626,7,17,3,10,23,0,7.550000000000001,Killer
1,79,2781,47,13,9,4,39,0,9.55,Socializer
4,111,2419,39,6,3,18,39,1,10.0,Socializer
12,76,1312,18,13,0,8,2,9,1.0,Killer
0,45,700,5,3,8,12,10,3,9.25,Socializer
8,35,4445,22,8,7,5,33,1,1.0,Socializer
0,156,3777,22,12,9,10,30,7,10.0,Killer
4,50,4022,23,2,0,3,22,8,4.85,Socializer
9,3,3477,26,15,7,14,2,0,1.0,Explorer
6,92,808,15,15,4,15,5,8,7.449999999999999,Killer
1,158,829,28,13,5,10,16,0,10.0,Killer
9,16,4875,14,16,8,2,24,5,1.0,Socializer
8,188,4697,3,4,9,16,49,0,10.0,Socializer
4,40,3200,2,10,3,18,40,7,4.9,Socializer
2,35,3402,26,2,6,0,1,7,5.2,Killer
12,138,2847,47,13,9,2,30,3,4.450000000000001,Socializer
2,119,3864,20,19,6,7,30,0,10.0,Socializer
11,130,3645,6,7,3,7,41,6,6.7,Socializer
7,3,3530,20,10,7,7,30,9,1.0,Socializer
4,199,2748,26,11,6,19,27,6,10.0,Killer
1,47,875,17,3,9,6,38,1,7.85,Socializer
7,142,731,14,15,1,13,43,1,10.0,Socializer
6,95,1957,39,4,2,8,44,2,6.55,Socializer
7,17,548,38,14,6,17,13,0,1.0,Socializer
1,135,3937,29,19,9,5,22,4,10.0,Killer
12,108,353,39,15,7,13,40,7,1.8500000000000005,Socializer
12,130,4239,38,5,4,17,42,4,4.1,Socializer
12,163,116,26,2,3,5,10,7,8.0,Killer
8,128,4903,18,1,8,11,32,8,8.9,Socializer
8,125,286,25,11,9,17,26,8,8.25,Socializer
9,92,3436,45,8,2,6,12,1,2.9499999999999993,Killer
13,45,4618,47,3,6,8,5,9,1.0,Killer
9,10,3099,14,19,0,3,0,3,1.0,Killer
5,173,3130,7,10,3,2,47,5,10.0,Socializer
6,74,1390,24,18,8,5,45,4,5.2,Socializer
9,25,2593,45,4,3,17,12,1,1.0,Socializer
3,149,1046,25,10,9,0,23,9,10.0,Killer
10,165,2712,20,9,6,12,38,5,10.0,Socializer
13,32,879,43,14,5,6,36,1,1.0,Socializer
8,199,2252,39,13,1,18,6,7,10.0,Killer
0,39,4972,40,9,1,6,8,5,6.9,Killer
9,97,2072,32,11,8,19,12,5,4.1,Killer
4,92,1827,37,18,6,5,35,3,8.35,Socializer
5,57,969,17,19,2,16,45,3,4.85,Socializer
10,83,2079,9,16,7,10,33,8,2.8500000000000005,Socializer
13,72,2792,47,2,9,17,46,9,1.0,Socializer
9,29,35,40,16,4,19,4,6,1.0,Achiever
9,68,3538,10,2,6,16,48,0,2.3,Socializer
7,63,2417,20,11,0,14,28,5,3.3,Socializer
1,2,1211,2,8,6,15,34,3,4.1000000000000005,Socializer
7,3,324,33,15,1,13,4,9,1.0,Achiever
5,80,2022,37,10,5,16,9,1,6.15,Killer
8,197,1413,26,0,8,18,18,5,10.0,Killer
10,87,1195,37,5,1,4,21,1,1.8499999999999992,Socializer
14,95,2248,33,13,0,3,37,6,1.0,Socializer
10,132,1851,3,17,8,8,24,4,8.049999999999999,Killer
11,129,550,29,4,6,19,4,1,5.45,Killer
0,35,1689,12,17,4,16,5,9,7.9,Achiever
4,55,910,31,12,6,16,7,0,4.95,Socializer
9,141,2273,26,13,4,10,2,3,8.799999999999999,Killer
12,163,4542,35,8,8,0,24,4,7.550000000000001,Killer
12,117,3594,19,18,4,13,34,4,3.749999999999999,Socializer
3,130,3157,12,19,5,17,20,2,10.0,Killer
14,25,4142,17,2,1,4,28,8,1.0,Socializer
8,133,4164,0,6,4,13,37,4,10.0,Socializer
2,180,1347,24,12,7,9,0,0,10.0,Killer
3,157,4857,34,0,3,10,21,7,10.0,Killer
6,100,2862,8,12,7,6,9,1,8.6,Killer
6,158,1930,2,10,6,19,21,5,10.0,Killer
12,72,3997,38,1,7,8,22,4,1.0,Socializer
12,170,4200,15,9,8,6,49,2,9.25,Socializer
9,136,2916,15,13,6,2,3,3,8.85,Killer
4,40,2964,37,18,6,14,22,7,3.15,Socializer
2,154,2376,12,1,5,2,23,3,10.0,Killer
10,188,4093,14,10,9,8,14,7,10.0,Killer
2,151,1652,28,2,7,5,47,8,10.0,Socializer
13,164,4580,29,3,2,14,34,8,6.949999999999998,Killer
5,27,2607,22,5,6,7,39,1,1.6,Socializer
6,58,4592,35,8,7,5,0,8,3.05,Killer
9,125,3571,6,18,0,2,21,8,8.2,Killer
10,88,888,38,4,1,17,10,3,1.9000000000000006,Killer
7,188,2105,35,8,0,13,46,0,10.0,Socializer
5,4,3392,49,6,7,11,29,4,1.0,Socializer
4,111,3030,36,14,7,16,15,4,10.0,Killer
13,72,486,16,15,7,18,8,2,1.0,Socializer
11,77,1333,37,14,5,0,23,6,1.0,Socializer
5,155,2585,11,9,7,12,17,0,10.0,Killer
1,164,2647,31,15,9,18,20,6,10.0,Killer
11,75,3775,10,19,7,9,5,0,1.0,Killer
0,31,3328,8,9,8,11,40,3,7.699999999999999,Socializer
